Name,SN,Added to VUE?,Printed ID,Scientific Name,Order #,Min Delay (sec),Max Delay (sec),Est Battery Life (days),Step 1 Time (days),Transmitter Model,Temp Range,Temp Accuracy (oC),Temp Resolution (oC),Depth Range,Max Depth,Depth Accuracy (m),Depth Resolution (0.22),ID or P sensor ID,P Slope,P Intercept,T sensor ID,T Slope,T Intercept,Short Common Name,Batch,Floy Tag #,PIT Code,Total Length,Weight,Sex,Surgeon,Surgery Time,Volts,HZ,Shock Time,Duty %,Mode,Clove oil (ppm),Date Tagged,Year Tagged,Est. Battery Dead,Capture Location Easting,Capture Location Northing,Release Location Easting,Release Location Northing,First Detection,Location,Status,First Detection Date,Final Date,Bad P Sensor,Notes
Pike 654,1139539,Y,14275,Esox lucius,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14276,0.2362,-0.6866,A69-9002-14275,0.1569,-5,Pike,Spring 2012,157,95b3418,654,1718,?Female,Nick,0:05:10,,,,,,,10/05/2012,2012,03/Oct/2015,629565,4832776,629565,4832773,,35 - Spadina Dock,Alive,5/12/2012,11/12/2012,No,
Pike 738,1132486,Y,14482,Esox lucius,12855,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14483,0.228,-0.1984,A69-9002-14482,0.1569,-5,Pike,Spring 2012,156,95b33da,738,2118,Female,Nick,0:04:26,,,,,,,10/05/2012,2012,03/Oct/2015,629537,4832770,629531,4832664,,35 - Spadina Dock,Alive,5/12/2012,11/12/2012,No,
Pike 770,1139545,Y,14287,Esox lucius,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14288,0.2259,-0.5798,A69-9002-14287,0.1569,-5,Pike,Spring 2012,163,95b33af,770,2590,?Female,Nick,0:05:26,,,,,,,10/05/2012,2012,03/Oct/2015,629698,4832787,629691,4832791,,35 - Spadina Dock,Alive,5/11/2012,11/13/2012,Yes,Pressure tag broke July 16th
Pike 811,1139541,Y,14279,Esox lucius,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14280,0.2326,-0.6773,A69-9002-14279,0.1569,-5,Pike,Spring 2012,161,95b33df,811,2652,?Female,Nick,0:07:13,,,,,,,10/05/2012,2012,03/Oct/2015,629638,4832789,629604,4832789,,35 - Spadina Dock,Alive,5/11/2012,11/12/2012,no,
Pike 910,1139544,Y,14285,Esox lucius,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14286,0.2355,-0.8175,A69-9002-14285,0.1569,-5,Pike,Spring 2012,154,95b344e,910,4494,?Female,Nick,0:05:12,,,,,,,10/05/2012,2012,03/Oct/2015,629450,4832756,629450,4832756,,29 - East Western Gap,Alive,5/12/2012,11/12/2012,no,
Pike 921,1121645,Y,6177,Esox lucius,11988,45,135,638,648,V13TP-1x,0 to 40 oC,0.5,0.15,0 to 100 m,100,5,0.44,A69-9002-6177,0.4646,-1.7616,A69-9002-6176,0.1569,0,Pike,Spring 2012,160,95b33f0,921,5600,?Female,Nick,0:07:08,,,,,,,10/05/2012,2012,07/Feb/2014,629604,4832780,629642,4832788,,35 - Spadina Dock,Alive,5/11/2012,11/12/2012,no,
Walleye 616,1087811,Y,2070,Sander vitreus,9491,60,180,935,945,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 200 m,200,10,1.2,A69-9002-2071,0.9729,-3.787,A69-9002-2070,0.1569,-5,Walleye,Spring 2012,164,95b33ee,616,2278,?Female,Nick,0:05:25,,,,,,,10/05/2012,2012,01/Dec/2014,630903,4830614,630914,4830625,,41 - Toronto Islands,Emmigrated,5/11/2012,10/3/2012,no,went out by western gap then lake ontario
Bullhead 335,1139365,Y,30451,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30451,,,,,,Bullhead,Spring 2012,213,95b3399,335,640,,Nick,0:05:56,,,,,,,11/05/2012,2012,01/Dec/2016,630071,4830352,630073,4830353,,,No Detections,n/a,n/a,N/A,Never detected
Bullhead 353,1139360,Y,30446,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30446,,,,,,Bullhead,Spring 2012,215,95b3450,353,704,,Nick,0:04:54,,,,,,,11/05/2012,2012,01/Dec/2016,629970,4830312,629965,4830306,5/26/2012,40 - Toronto Islands,Alive,5/26/2012,5/26/2012,N/A,Only 2 detections
Bullhead 379,1111858,Y,31736,Ameiurus nebulosus,11286,60,180,935,945,V13-1X,,,,,0,,,A69-9001-31736,,,,,,Bullhead,Spring 2012,153,95b33b1,379,722,,Nick,0:04:57,,,,,,,11/05/2012,2012,02/Dec/2014,632098,4831449,632100,4831449,5/11/2012,43 - Toronto Islands,Alive,5/11/2012,6/16/2012,N/A,
Bullhead 381,1139356,Y,30442,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30442,,,,,,Bullhead,Spring 2012,152,95b33a6,381,904,,Nick,0:04:12,,,,,,,11/05/2012,2012,01/Dec/2016,632111,4831465,,,5/11/2012,51 - Middle waterfront,Alive,5/11/2012,6/22/2012,N/A,
Bullhead 391,1139363,Y,30449,Ameiurus nebulosus,13112,130,270,1665,1675,V13-1X,,,,,0,,,A69-1601-30449,,,,,,Bullhead,Spring 2012,225,95b342c,391,940,,Nick,0:04:52,,,,,,,11/05/2012,2012,01/Dec/2016,631852,4831285,631851,4831284,5/26/2012,43 - Toronto Islands,Alive,5/26/2012,11/12/2012,N/A,
Carp 648,1222422,Y,57151,Cyprinus carpio,19671,130,270,1825,1830,V13-1x,,,,,,,,A69-1601-57151,,,,,,Carp,,,7417,648,3250,,,,,,,,,,25/08/2015,2015,23/Aug/2020,,,,,,,,,,,
Carp 651,1132873,Y,14625,Cyprinus carpio,12858,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14626,0.2284,-1.6384,A69-9002-14625,0.1569,-5,Carp,Spring 2012,216,95b343a,651,4310,Female,Nick,0:03:54,,,,,,,11/05/2012,2012,04/Oct/2015,629981,4830314,629986,4830314,,40 - Toronto Islands,Emmigrated,5/11/2012,6/30/2012,No,Left Curtain at end of June
Carp 652,1132874,Y,14627,Cyprinus carpio,12858,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14628,0.2287,-0.5903,A69-9002-14627,0.1569,-5,Carp,Spring 2012,218,95b33a4,652,2628,Male,Nick,0:03:12,,,,,,,11/05/2012,2012,04/Oct/2015,630304,4830831,630307,4830827,,41 - Toronto Islands,Emmigrated,5/12/2012,9/29/2012,No,Left through curtain at end of September
Carp 658,1132477,Y,14520,Cyprinus carpio,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14521,0.2321,-0.8595,A69-9002-14520,0.1569,-5,Carp,Spring 2012,226,95b33b4,658,,Female,Nick,0:03:19,,,,,,,10/05/2012,2012,03/Oct/2015,630317,4830805,630356,4830852,,27 - Toronto Islands,Alive,5/12/2012,11/12/2012,No,
Carp 662,1121646,Y,6179,Cyprinus carpio,11998,45,135,638,648,V13TP-1x,0 to 40 oC,0.5,0.15,0 to 100 m,100,5,0.44,A69-9002-6179,0.4647,-1.7472,A69-9002-6178,0.1569,0,Carp,Spring 2012,173,95b3393,662,3350,Male,Nick,,,,,,,,10/05/2012,2012,07/Feb/2014,630693,4830601,630687,4830602,,41 - Toronto Islands,Alive,5/11/2012,11/13/2012,No,
Carp 665,1222412,Y,57141,Cyprinus carpio,19671,130,270,1825,1830,V13-1x,,,,,,,,A69-1601-57141,,,,,,Carp,,,7609,665,4300,,,,,,,,,,24/08/2015,2015,22/Aug/2020,,,,,,,,,,,
Carp 666,1133620,Y,14456,Cyprinus carpio,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14457,0.235,-0.5792,A69-9002-14456,0.1569,-5,Carp,Spring 2012,220,95b3400,666,1734,Male,Nick,0:04:15,,,,,,,11/05/2012,2012,04/Oct/2015,631313,4830849,631313,4830849,,41 - Toronto Islands,Alive,5/12/2012,11/12/2012,Yes,August 25th - p sensor went to 60 m.
Pike 636,1133626,Y,14468,Esox lucius,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14469,0.225,-1.0151,A69-9002-14468,0.1569,-5,Pike,Spring 2012,151,95b3447,636,1686,Female,Nick,0:05:30,,,,,,,11/05/2012,2012,04/Oct/2015,631786,4831401,6831793,4831396,,42 - Toronto Islands,Emmigrated,5/11/2012,6/25/2012,No,
Pike 730,1133621,Y,14458,Esox lucius,12897,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14459,0.2359,-0.8878,A69-9002-14458,0.1569,-5,Pike,Spring 2012,224,95b343d,730,3084,Female,Nick,0:05:17,,,,,,,11/05/2012,2012,04/Oct/2015,630797,4833034,630792,4833036,,51 - Middle waterfront,Missing,5/11/2012,6/6/2012,No,
Bass 396,1139549,Y,14295,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14296,0.2359,-0.6877,A69-9002-14295,0.1569,-5,Bass,Spring 2012,115,95B3480,396,1022,Male,Nick,0:04:55,,,,,,,14/05/2012,2012,07/Oct/2015,635126,4832078,635124,4832078,5/16/2012,38 - Cell 2,Alive,5/16/2012,11/15/2012,no,
Bass 441,1139548,Y,14293,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14294,0.2352,-0.9005,A69-9002-14293,0.1569,-5,Bass,Spring 2012,114,95B34B3,441,914,Female,Nick,0:03:17,,,,,,,14/05/2012,2012,07/Oct/2015,635192,4831753,635195,4831755,5/16/2012,38 - Cell 2,Alive,5/16/2012,11/16/2012,no,
Bass 535,1132489,Y,14488,Micropterus salmoides,12855,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14489,0.2366,-0.4128,A69-9002-14488,0.1569,-5,Bass,Spring 2012,208,95B346A,535,2604,Female,Nick,0:04:17,,,,,,,14/05/2012,2012,07/Oct/2015,634452,4832184,634454,4832187,5/15/2012,10 - Embayment C,Dead,5/15/2012,10/13/2012,no,Transmitter dropped to 12 m at this date and has remained at a constant depth and location.
Carp 666b,1132469,Y,14504,Cyprinus carpio,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14505,0.2295,-0.6324,A69-9002-14504,0.1569,-5,Carp,Spring 2012,125,95B345F,666,3846,Male,Nick,0:03:51,,,,,,,14/05/2012,2012,07/Oct/2015,634300,4831683,634296,4831679,,10 - Embayment C,Alive,5/15/2012,11/13/2012,Yes (drifting),
Carp 671,1222428,Y,57157,Cyprinus carpio,19671,130,270,1825,1830,V13-1x,,,,,,,,A69-1601-57157,,,,,,Carp,,,7409,671,4400,,,,,,,,,,25/08/2015,2015,23/Aug/2020,,,,,,,,,,,
Carp 675,1222410,Y,57139,Cyprinus carpio,19671,130,270,1825,1830,V13-1x,,,,,,,,A69-1601-57139,,,,,,Carp,,,3959,675,4600,,,,,,,,,,24/08/2015,2015,22/Aug/2020,,,,,,,,,,,
Carp 677,1159666,Y,13526,Cyprinus carpio,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13526,0.2362,-0.8681,A69-9002-13525,0.1569,-5,Carp,May 2013,139 green,982000190216702,677,4958,?,Max,5?,NA,NA,NA,NA,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands - Donut Island,,Toronto Islands - Donut Island,,,,,,,,
Pike 556,1132468,Y,14502,Esox lucius,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14503,0.2269,-0.1782,A69-9002-14502,0.1569,-5,Pike,Spring 2012,203,95B3484,556,972,Male,Nick,0:04:54,,,,,,,14/05/2012,2012,07/Oct/2015,634430,4831708,634428,4831703,,10 - Embayment C,Alive,5/14/2012,12/1/2012,Yes,June 23rd - P sensor went down to 50 m
Pike 662,1132487,Y,14484,Esox lucius,12855,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14485,0.2313,-0.6259,A69-9002-14484,0.1569,-5,Pike,Spring 2012,201,95B3470,662,1778,Male,Nick,0:04:41,,,,,,,14/05/2012,2012,07/Oct/2015,634366,4831672,634371,4831662,,10 - Embayment C,Missing,5/14/2012,9/17/2012,No,
Pike 733,1132471,Y,14508,Esox lucius,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14509,0.2172,-1.1452,A69-9002-14508,0.1569,-5,Pike,Spring 2012,205,95B34A9,733,3138,Female,Nick,0:02:56,,,,,,,14/05/2012,2012,07/Oct/2015,634501,4831730,634498,4831725,,10 - Embayment C,Alive,5/14/2012,11/11/2012,No,
Pike 777,1139550,Y,14297,Esox lucius,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14298,0.2418,-0.9153,A69-9002-14297,0.1569,-5,Pike,Spring 2012,118,95B3492,777,3016,Female,Nick,0:04:39,,,,,,,14/05/2012,2012,07/Oct/2015,634438,4832118,,,,10 - Embayment C,Alive,5/14/2012,11/13/2012,No,
Pike 806,1132465,Y,14496,Esox lucius,12830,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14497,0.2236,-0.3934,A69-9002-14496,0.1569,-5,Pike,Spring 2012,120,95B3477,806,4166,Female,Nick,0:03:16,,,,,,,14/05/2012,2012,07/Oct/2015,633928,4831136,633926,4831133,,14 - Embayment A,Emmigrated,5/14/2012,6/21/2012,No,
Pike 972,1139555,Y,14307,Esox lucius,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14308,0.2328,-0.7476,A69-9002-14307,0.1569,-5,Pike,Spring 2012,117,95B34AC,972,,Female,Nick,0:05:05,,,,,,,14/05/2012,2012,07/Oct/2015,634425,4832158,,,,10 - Embayment C,Alive,5/14/2012,12/9/2012,no,
Bass 467,1139551,Y,14299,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14300,0.2315,-0.6569,A69-9002-14299,0.1569,-5,Bass,Spring 2012,111,95b33c0,467,1868,Male,Nick,0:03:07,,,,,,,15/05/2012,2012,08/Oct/2015,634419,4832174,,,5/16/2012,36 - Back of Embayment C,Alive,5/16/2012,12/12/2012,no,
Perch 177,1139368,Y,30454,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30454,,,,,,Perch,Spring 2012,113,,177,160,,Nick,0:05:03,,,,,,,15/05/2012,2012,17/Sep/2015,,,,,,38 - Cell 2,Missing,5/16/2012,5/29/2012,NA,Travelled to Inner harbour before going missing
Walleye 601,1087691,Y,1830,Sander vitreus,9491,60,180,935,945,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 200 m,200,10,1.2,A69-9002-1831,0.9236,-3.7561,A69-9002-1830,0.1569,-5,Walleye,Spring 2012,112,95b3464,601,2924,,Nick,0:03:49,,,,,,,15/05/2012,2012,06/Dec/2014,634989,4831770,,,,37 - Cell 3,Emmigrated,5/16/2012,6/19/2012,no,emigrated through curtain
Bass 307,1139554,Y,14305,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14306,0.2288,-0.8917,A69-9002-14305,0.1569,-5,Bass,Spring 2012,108,95b3498,307,446,Male,Nick,0:05:14,,,,,,,16/05/2012,2012,09/Oct/2015,629965,4830308,,,5/17/2012,10 - Embayment C,Alive,5/17/2012,11/15/2012,no,
Bass 474,1139547,Y,14291,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14292,0.2303,-0.8277,A69-9002-14291,0.1569,-5,Bass,Spring 2012,107,95b348a,474,1618,Male,Nick,0:03:37,,,,,,,16/05/2012,2012,09/Oct/2015,629964,4830315,,,5/16/2012,36 - Back of Embayment C,Alive,5/16/2012,11/15/2012,no,
Bass 474b,1139556,Y,14309,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14310,0.2308,-0.6891,A69-9002-14309,0.1569,-5,Bass,Spring 2012,109,95b34b4,474,1928,Female,Nick,0:03:10,,,,,,,16/05/2012,2012,09/Oct/2015,635036,4833429,,,5/17/2012,36 - Back of Embayment C,Alive,5/17/2012,11/12/2012,no,
Bass 478,1139552,Y,14301,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14302,0.2331,-0.71,A69-9002-14301,0.1569,-5,Bass,Spring 2012,106,95b34a8,478,1814,Female,Nick,0:03:11,,,,,,,16/05/2012,2012,09/Oct/2015,630037,4830301,,,5/17/2012,10 - Embayment C,Alive,5/17/2012,11/13/2012,no,
Bass 480,1139553,Y,14303,Micropterus salmoides,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14304,0.2345,-0.4809,A69-9002-14303,0.1569,-5,Bass,Spring 2012,104,95b345b,480,1778,Female,Nick,0:03:52,,,,,,,16/05/2012,2012,09/Oct/2015,629996,4830299,,,5/17/2012,10 - Embayment C,Alive,5/17/2012,10/31/2012,Yes,"Stays at 0.48 m for months on end, starting July 23rd."
Walleye 703,1087812,Y,2072,Sander vitreus,9491,60,180,935,945,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 200 m,200,10,1.2,A69-9002-2073,0.9398,-3.8754,A69-9002-2072,0.1569,-5,Walleye,Spring 2012,110,95b34af,703,3430,,Nick,0:04:45,,,,,,,16/05/2012,2012,07/Dec/2014,635065,4831745,,,,37 - Cell 3,Emmigrated,5/16/2012,10/26/2012,no,went out through curtain
Perch 216,1139370,Y,30456,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30456,,,,,,Perch,Fall 2012,,,216,119,,Nick,0:04:05,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Missing,9/11/2012,9/15/2012,N/A,
Perch 219,1139372,Y,30458,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30458,,,,,,Perch,Fall 2012,,,219,142,,Nick,0:04:10,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,11/24/2012,N/A,
Perch 224,1139374,Y,30460,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30460,,,,,,Perch,Fall 2012,,,224,151,,Nick,0:03:54,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,10/22/2012,N/A,
Perch 225,1139375,Y,30461,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30461,,,,,,Perch,Fall 2012,,,225,128,,Nick,0:05:06,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,11/28/2012,N/A,
Perch 226,1139366,Y,30452,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30452,,,,,,Perch,Fall 2012,,,226,147,,Nick,0:03:43,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,11/11/2012,N/A,
Perch 241,1139373,Y,30459,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30459,,,,,,Perch,Fall 2012,,,241,200,,Nick,0:04:13,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,11/30/2012,N/A,
Perch 245,1139367,Y,30453,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30453,,,,,,Perch,Fall 2012,,,245,178,,Nick,0:03:50,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,11/15/2012,N/A,
Perch 252,1139369,Y,30455,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30455,,,,,,Perch,Fall 2012,,,252,236,,Nick,0:03:30,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,11/4/2012,N/A,
Perch 271,1139371,Y,30457,Perca flavescens,13112,280,400,1220,1230,V9-2x,,,,,0,,,A69-1601-30457,,,,,,Perch,Fall 2012,,,271,290,,Nick,0:03:48,,,,,,,11/09/2012,2012,14/Jan/2016,Embayment C?,Embayment C?,Embayment C?,Embayment C?,,10 - Embayment C,Alive,9/11/2012,11/6/2012,N/A,
Walleye 423,1111857,Y,31735,Sander vitreus,11286,60,180,935,945,V13-1x,,,,,0,,,A69-9001-31735,,,,,,Walleye,Fall 2012,,1603,423,710,Female,Nick,,,,,,,,14/11/2012,2012,07/Jun/2015,Hatchery,Hatchery,OHM,OHM,,10 - Embayment C,Alive,11/27/2012,12/8/2012,N/A,
Walleye 472,1111849,Y,31727,Sander vitreus,11286,60,180,935,945,V13-1x,,,,,0,,,A69-9001-31727,,,,,,Walleye,Fall 2012,,66543,472,898,Male,Nick,,,,,,,,14/11/2012,2012,07/Jun/2015,Hatchery,Hatchery,OHM,OHM,,No Detections,No Detections,No Detections,No Detections,No Detections,
Walleye 504,1087682,Y,1812,Sander vitreus,9491,60,180,815,945,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 200 m,200,10,1.2,A69-9002-1813,0.9024,-3.0935,A69-9002-1812,0.1569,-5,Walleye,Fall 2012,,3147,504,1266,Female,Nick,,,,,,,,14/11/2012,2012,07/Feb/2015,Hatchery,Hatchery,OHM,OHM,,10 - Embayment C,Alive,11/16/2012,11/30/2012,no,
Walleye 545,1139559,Y,14315,Sander vitreus,13110,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-14316,0.2198,-0.8794,A69-9002-14315,0.1569,-5,Walleye,Fall 2012,,9862,545,1562,Male,Nick,,,,,,,,14/11/2012,2012,08/Apr/2016,Hatchery,Hatchery,OHM,OHM,,10 - Embayment C,Alive,11/16/2012,11/16/2012,no,One detection
Pike 628,1159654,Y,13502,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13502,0.2315,-1.1725,A69-9002-13501,0.1569,-5,Pike,May 2013,NA,9001180137263,628,1606,?,Jon,04:35,NA,NA,NA,NA,?,,06/05/2013,2013,28/Sep/2016,Embayment C,,Embayment C,,,,,,,,
Pike 721,1159659,Y,13512,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13512,0.2333,-1.3103,A69-9002-13511,0.1569,-5,Pike,May 2013,NA,9001180137276,721,2360,M?,Jon,08:00,NA,NA,NA,NA,?,,06/05/2013,2013,28/Sep/2016,Embayment C,,Embayment C,,,,,,,,
Pike 736,1159664,Y,13522,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13522,0.2349,-1.119,A69-9002-13521,0.1569,-5,Pike,May 2013,NA,9001180137302,736,2600,M?,Max,11:20,NA,NA,NA,NA,?,,06/05/2013,2013,28/Sep/2016,Embayment C,,Embayment C,,,,,,,,
Pike 894b,1157702,Y,13562,Esox lucius,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13562,0.2388,-0.939,A69-9002-13561,0.1569,-5,Pike,May 2013,NA,9001180137288,894,4800,F?,Jon,10:10,NA,NA,NA,NA,?,,06/05/2013,2013,28/Sep/2016,Embayment C,,Embayment C,,,,,,,,
Pike 897,1159656,Y,13506,Esox lucius,14909,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13506,0.2302,-1.0267,A69-9002-13505,0.1569,-5,Pike,May 2013,NA,9001180137247,897,4632,?,Max,11:15,NA,NA,NA,NA,?,,06/05/2013,2013,28/Sep/2016,Embayment C,,Embayment C,,,,,,,,
Bass 364,1157700,Y,13558,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13558,0.2343,-0.6185,A69-9002-13557,0.1569,-5,Bass,May 2013,102,982000190216780,364,848,F,Jon,06:35,100,100,3,25,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands - Trout Pond,,Fire Dock,,,,,,,,
Bass 430,1157701,Y,13560,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13560,0.2341,-0.821,A69-9002-13559,0.1569,-5,Bass,May 2013,148 green,982000190216796,430,1362,F,Jon,04:18,100,100,3,25,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands - Trout Pond,,Spadina,,,,,,,,
Bass 450b,1157704,Y,13566,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13566,0.2297,-0.849,A69-9002-13565,0.1569,-5,Bass,May 2013,146 green,982000190216761,450,2216,F,Steve,02:50,100,100,3,25,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands - Trout Pond,,Spadina,,,,,,,,
Bass 453,1157699,Y,13556,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13556,0.2389,-0.9184,A69-9002-13555,0.1569,-5,Bass,May 2013,145 green,982000190216797,453,1708,F,Max,07:00,100,100,3,25,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands - Trout Pond,,Spadina,,,,,,,,
Bass 470c,1157694,Y,13546,Micropterus salmoides,14802,130,270,1241,1251,V13TP-1x,35 to -5 oC,0.5,0.15,0 to 50 m,50,2.5,0.22,A69-9002-13546,0.2381,-1.1341,A69-9002-13545,0.1569,-5,Bass,May 2013,144 green,982000190216730,470,2276,F,Max,07:51,100,100,3,25,?,,07/05/2013,2013,29/Sep/2016,Toronto Islands - Trout Pond,,Fire Dock,,,,,,,,
